id;date;A2_statut;A2_autre;A3_poste;A4_secteur;A4_secteur_autre;A5_teleravail;A6_experience;B1_utilisation_python;B1_utilisation_r;B1_utilisation_sas;B1_utilisation_powerBI;B1_utilisation_tableau;B1_utilisation_qlik;B1_utilisation_excel;B1_utilisation_sql;B1_utilisation_spark;B1_utilisation_spss;B1_utilisation_c_java;B1_utilisation_datastudio;B1_utilisation_matlab;B1_utilisation_aucun;B2_frequence_utilisation_python;B2_frequence_utilisation_r;B2_frequence_utilisation_sas;B2_frequence_utilisation_powerBI;B2_frequence_utilisation_tableau;B2_frequence_utilisation_qlik;B2_frequence_utilisation_excel;B2_frequence_utilisation_sql;B2_frequence_utilisation_spark;B2_frequence_utilisation_spss;B2_frequence_utilisation_c_java;B2_frequence_utilisation_datastudio;B2_frequence_utilisation_matlab;D1_satisfaction;Y1A_genre;Y1B_age;Y4_diplome;Y2_region
178;19/03/2024 07:37;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);2;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Occasionnellement;;;;;;;Régulièrement;Occasionnellement;;;;;6;Un homme;31;Bac + 2 / 3;Nouvelle-Aquitaine
179;;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Jamais;;Jamais;Jamais;;Régulièrement;Occasionnellement;Occasionnellement;;;;;;;;;
180;19/03/2024 07:46;En CDI;;Data Analyst / analyste;Numérique / Web;;Distanciel complet (pas de travail sur site);3;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;;Occasionnellement;;;;;;Régulièrement;;;;Occasionnellement;;7;Un homme;28;Bac + 5;Provence-Alpes-Côte d'Azur
181;19/03/2024 08:50;En CDI;;Data Engineer;Industrie;;Distanciel complet (pas de travail sur site);3;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;;Régulièrement;Régulièrement;;;;;8;Un homme;41;Bac + 5;Île-de-France
182;19/03/2024 09:27;En CDI;;Data Scientist;Numérique / Web;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;6;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Régulièrement;Jamais;;;;;Régulièrement;Régulièrement;Jamais;;;;Jamais;9;Un homme;30;Bac + 5;Nouvelle-Aquitaine
183;19/03/2024 09:34;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Occasionnellement;Occasionnellement;;Occasionnellement;;Occasionnellement;Régulièrement;Régulièrement;Régulièrement;;Régulièrement;;;6;Une femme;32;Bac + 5;Occitanie
184;19/03/2024 12:46;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);2;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Occasionnellement;;;Régulièrement;Régulièrement;;Occasionnellement;Régulièrement;;;;Régulièrement;;5;Une femme;34;Bac + 5;Hauts-de-France
185;;En CDI;;Data Engineer;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
186;19/03/2024 14:31;En CDI;;Data Engineer;Autre;Média;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;0;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Régulièrement;Jamais;;;;;Jamais;Occasionnellement;Jamais;;Jamais;;;9;Une femme;25;Bac + 5;Île-de-France
187;19/03/2024 15:14;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Autre;Télécommunications;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Régulièrement;;;;;;Régulièrement;Occasionnellement;;;Jamais;;;7;Un homme;24;Bac + 2 / 3;Île-de-France
188;19/03/2024 15:17;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);1;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;Régulièrement;Occasionnellement;;;Régulièrement;Régulièrement;Jamais;;;;;8;Un homme;23;Bac + 5;Hauts-de-France
189;19/03/2024 15:21;Indépendant / freelance;;Data Scientist;Transport;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;;;;;;;;7;Un homme;38;Bac + 5;Grand Est
190;19/03/2024 15:22;En CDD / contrat court / alternance / stage;;Chargé d’études / chargé d’études statistiques;Autre;Logement ;Présentiel complet (pas ou quasiment pas de travail à distance);0;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;;;;;;Régulièrement;;;;;;;1;Un homme;55;Bac + 2 / 3;Île-de-France
191;19/03/2024 15:22;En CDI;;Data Scientist;Industrie;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;Régulièrement;Occasionnellement;;Régulièrement;Régulièrement;Occasionnellement;;;;;3;Un homme;26;Bac + 5;Île-de-France
192;19/03/2024 15:26;En CDD / contrat court / alternance / stage;;Autre;Enseignement / recherche;;Présentiel complet (pas ou quasiment pas de travail à distance);6;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Occasionnellement;Régulièrement;Occasionnellement;Régulièrement;Occasionnellement;;Régulièrement;Occasionnellement;Occasionnellement;Occasionnellement;Occasionnellement;;Occasionnellement;8;Un homme;28;Bac + 5;Hors France
193;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
194;;Etudiant (hors alternance / stage);;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
195;19/03/2024 15:26;En CDI;;Autre;Autre;Alimentation;Hybride avec en moyenne un ou deux jours de télétravail / semaine;6;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Jamais;;;;;Occasionnellement;Régulièrement;Occasionnellement;;;;;7;Un homme;34;Bac + 8;Île-de-France
196;19/03/2024 15:24;En recherche d'emploi;;;;;;;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Régulièrement;Jamais;;;;;Régulièrement;;Occasionnellement;;;;;;Un homme;42;Bac + 8;Île-de-France
197;;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;0;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Jamais;Jamais;Jamais;Régulièrement;;;Occasionnellement;Régulièrement;Jamais;;Jamais;;;;;;;
198;19/03/2024 15:24;En recherche d'emploi;;;;;;;Oui;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;Occasionnellement;Jamais;Régulièrement;Occasionnellement;;;;;;;Un homme;39;Bac + 5;Occitanie
199;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
200;19/03/2024 15:33;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Autre; Commerce / Négoce / Distribution;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Régulièrement;;;Jamais;;;Régulièrement;Occasionnellement;;;;Jamais;;7;Un homme;23;Bac + 2 / 3;Nouvelle-Aquitaine
201;19/03/2024 15:29;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;6;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;Régulièrement;Régulièrement;Régulièrement;;;;;8;Un homme;34;Bac + 5;Île-de-France
202;;En CDD / contrat court / alternance / stage;;Data Scientist;Prestation de services informatiques / statistiques;;Présentiel complet (pas ou quasiment pas de travail à distance);1;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;;;;;;;;;;;;
203;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
204;19/03/2024 15:45;En CDI;;Data Scientist;Autre;Immobilier;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Régulièrement;;;;;;Occasionnellement;Occasionnellement;;;;;Jamais;9;Un homme;37;Bac + 5;Île-de-France
205;;En CDI;;Statisticien;Administration;;Présentiel complet (pas ou quasiment pas de travail à distance);5;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
206;19/03/2024 15:40;En CDI;;Data Scientist;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;1;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Occasionnellement;;;;;;;Régulièrement;;;;Régulièrement;;10;Une femme;38;Bac + 5;Hors France
207;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
208;19/03/2024 15:40;Chef d’entreprise;;Data Analyst / analyste;Industrie;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;6;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;39;Bac + 5;Île-de-France
209;;En CDI;;Statisticien;Administration;;Présentiel complet (pas ou quasiment pas de travail à distance);5;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;;;;Régulièrement;;;;;;;3;Un homme;29;Bac + 5;Hors France
210;19/03/2024 15:49;En CDI;;Data Scientist;Marketing;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;8;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Occasionnellement;Régulièrement;Jamais;;;;Occasionnellement;Régulièrement;Occasionnellement;Jamais;;;;7;Un homme;33;Bac + 5;Île-de-France
211;19/03/2024 15:43;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Autre;Sport;Distanciel complet (pas de travail sur site);0;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Régulièrement;;;Régulièrement;;;;;;;;;10;Un homme;34;Bac + 5;Pays de la Loire
212;19/03/2024 15:45;En recherche d'emploi;;;;;;;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;Régulièrement;Occasionnellement;;;;;;;Un homme;31;Bac + 2 / 3;Auvergne-Rhône-Alpes
213;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
214;19/03/2024 15:49;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;Occasionnellement;Régulièrement;;;;;;5;Une femme;46;Bac + 5;Occitanie
215;19/03/2024 15:55;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;Régulièrement;Occasionnellement;;;;;;5;Un homme;31;Bac + 2 / 3;Provence-Alpes-Côte d'Azur
216;19/03/2024 15:58;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Occasionnellement;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;3;Un homme;25;Bac + 5;Normandie
217;19/03/2024 15:55;Indépendant / freelance;;Data Analyst / analyste;Numérique / Web;;Distanciel complet (pas de travail sur site);5;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Jamais;;;;;;Occasionnellement;Régulièrement;;;;Jamais;;7;Un homme;28;Bac + 5;Île-de-France
218;19/03/2024 16:01;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;5;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Jamais;Jamais;Régulièrement;Jamais;Occasionnellement;Régulièrement;Occasionnellement;;;;;;6;Une femme;33;Bac + 2 / 3;Île-de-France
219;;En recherche d'emploi;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Oui;;;;;;;;;;;;;;;;;;
220;19/03/2024 16:12;En recherche d'emploi;;;;;;;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Régulièrement;Occasionnellement;;Occasionnellement;Occasionnellement;;;Occasionnellement;;Jamais;;;;;Une femme;24;Bac + 5;Hors France
221;;Chef d’entreprise;;Data Analyst / analyste;Industrie;;Distanciel complet (pas de travail sur site);2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Occasionnellement;;;;;;;;;;
222;19/03/2024 16:15;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Occasionnellement;Jamais;Occasionnellement;Occasionnellement;;;;Régulièrement;Occasionnellement;;;Occasionnellement;;6;Un homme;30;Bac + 5;Île-de-France
223;;En CDI;;Data Scientist;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;4;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;Régulièrement;;;;Occasionnellement;Régulièrement;;;;;;6;Un homme;27;Bac + 5;Île-de-France
224;19/03/2024 16:23;En CDI;;Data Engineer;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;Régulièrement;Occasionnellement;;;;;;6;Un homme;27;Bac + 5;Île-de-France
225;19/03/2024 16:28;En recherche d'emploi;;;;;;;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Régulièrement;Occasionnellement;;Occasionnellement;Occasionnellement;;Occasionnellement;Régulièrement;Occasionnellement;;Occasionnellement;Occasionnellement;;;Un homme;26;Bac + 5;Île-de-France
226;19/03/2024 16:30;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;;Jamais;Jamais;;Régulièrement;Régulièrement;;;;;;9;Une femme;27;Bac + 5;Île-de-France
227;;En CDI;;Data Engineer;Autre;Automobile ;Présentiel complet (pas ou quasiment pas de travail à distance);4;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Jamais;Jamais;;Régulièrement;;Jamais;Régulièrement;Régulièrement;Jamais;;Occasionnellement;;Jamais;5;Un homme;;;
228;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
229;19/03/2024 16:54;Indépendant / freelance;;Data Scientist;Santé;;Distanciel complet (pas de travail sur site);7;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;;;;;Occasionnellement;Occasionnellement;;;;;;7;Un homme;60;Bac + 5;Île-de-France
230;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
231;19/03/2024 17:22;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;;;;Régulièrement;;Occasionnellement;Occasionnellement;;;;;;6;Un homme;39;Bac + 5;Île-de-France
232;19/03/2024 17:25;En CDI;;Data Analyst / analyste;Autre;Musique;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;Jamais;;Occasionnellement;Régulièrement;;;;;;9;Un homme;30;Bac + 5;Île-de-France
233;19/03/2024 17:28;En CDI;;Autre;Autre;Agriculture, négoce de matières premières;Présentiel complet (pas ou quasiment pas de travail à distance);1;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;Régulièrement;Régulièrement;;;;;;4;Un homme;25;Bac + 5;Hors France
234;19/03/2024 17:36;En CDI;;Autre;Autre;Conseil;Mon activité est trop spécifique pour distinguer télétravail et présentiel;9;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Régulièrement;Jamais;Jamais;Occasionnellement;;;Occasionnellement;Jamais;Jamais;Jamais;;;;2;Un homme;50;Bac + 5;Île-de-France
235;19/03/2024 17:42;En CDD / contrat court / alternance / stage;;Autre;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);1;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;Régulièrement;;;;Régulièrement;Régulièrement;Occasionnellement;;;;;7;Un homme;25;Bac + 5;Grand Est
236;19/03/2024 17:45;En CDD / contrat court / alternance / stage;;Data Scientist;Enseignement / recherche;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;;;;;Occasionnellement;;;;;;;5;Une femme;25;Bac + 5;Pays de la Loire
237;19/03/2024 17:55;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;;;;Occasionnellement;Régulièrement;;;;;;8;Un homme;22;Bac + 5;Hauts-de-France
238;;En CDD / contrat court / alternance / stage;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
239;19/03/2024 18:19;En CDI;;Data Scientist;Santé;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;5;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;Occasionnellement;Régulièrement;;;;;;7;Une femme;27;Bac + 5;Grand Est
240;19/03/2024 19:08;En recherche d'emploi;;;;;;;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Régulièrement;Occasionnellement;;Occasionnellement;Occasionnellement;;Régulièrement;Occasionnellement;;;;;Jamais;;Un homme;24;Bac + 5;Île-de-France
241;19/03/2024 19:39;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);2;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Régulièrement;;;Régulièrement;;;Occasionnellement;Régulièrement;Régulièrement;;;Occasionnellement;;8;Un homme;30;Bac + 5;Hauts-de-France
242;19/03/2024 19:50;Indépendant / freelance;;Data Scientist;Banques / assurances / finances;;Distanciel complet (pas de travail sur site);6;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;Occasionnellement;Régulièrement;Régulièrement;;;;;8;Un homme;31;Bac + 5;Île-de-France
243;19/03/2024 19:57;En CDI;;Data Scientist;Autre;Consulting;Distanciel complet (pas de travail sur site);3;Oui;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;;;;Régulièrement;Occasionnellement;Jamais;;;;;7;Une femme;34;Bac + 5;Île-de-France
244;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
245;19/03/2024 19:59;En CDI;;Data Scientist;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;;;;Occasionnellement;Régulièrement;Occasionnellement;;;;;9;Un homme;25;Bac + 5;Île-de-France
246;;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;Occasionnellement;;;;Jamais;Jamais;;;;;;;;;;
247;19/03/2024 20:12;Indépendant / freelance;;Autre;Autre;Sport;Mon activité est trop spécifique pour distinguer télétravail et présentiel;5;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Régulièrement;;Occasionnellement;;;Occasionnellement;Occasionnellement;;;;;;9;Un homme;26;Bac + 5;Île-de-France
248;;Etudiant (hors alternance / stage);;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
249;19/03/2024 21:00;En CDD / contrat court / alternance / stage;;Data Engineer;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Régulièrement;Jamais;;Occasionnellement;Occasionnellement;;Occasionnellement;Régulièrement;Régulièrement;;Jamais;Régulièrement;;5;Un homme;24;Bac + 5;Île-de-France
250;19/03/2024 21:16;En CDI;;Autre;Autre;Services / multiservices;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;Régulièrement;;Régulièrement;Régulièrement;;;;;;8;Un homme;30;Bac + 2 / 3;Île-de-France
251;19/03/2024 22:10;Autre;Consultant ;Chargé d’études / chargé d’études statistiques;Prestation de services informatiques / statistiques;;Présentiel complet (pas ou quasiment pas de travail à distance);3;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Régulièrement;Régulièrement;;Occasionnellement;;;Régulièrement;Occasionnellement;;Régulièrement;;;;9;Un homme;27;Bac + 5;Hors France
252;19/03/2024 22:11;En CDI;;Data Analyst / analyste;Administration;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;Occasionnellement;;;;;7;Un homme;52;Bac + 2 / 3;Grand Est
253;;Etudiant (hors alternance / stage);;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
254;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
255;19/03/2024 23:19;Indépendant / freelance;;Autre;Marketing;;Distanciel complet (pas de travail sur site);15;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;Régulièrement;Occasionnellement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;40;Bac + 5;Île-de-France
256;20/03/2024 00:01;En recherche d'emploi;;;;;;;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;Occasionnellement;Régulièrement;Occasionnellement;;;;;;Un homme;35;Bac + 2 / 3;Hors France
257;;Autre;Consultant;Data Analyst / analyste;Autre;Télécommunications ;Présentiel complet (pas ou quasiment pas de travail à distance);3;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;;;
258;20/03/2024 01:59;Autre;Consultant;Data Analyst / analyste;Autre;Télécommunication;Présentiel complet (pas ou quasiment pas de travail à distance);3;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;31;Bac + 2 / 3;Hors France
259;20/03/2024 06:21;Indépendant / freelance;;Data Analyst / analyste;Autre;Jeux de loterie et paris en ligne;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;7;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;7;Un homme;30;Bac + 5;Île-de-France
260;20/03/2024 08:09;En CDI;;Data Scientist;Autre;Télécom ;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;Régulièrement;;Régulièrement;Régulièrement;;;;;;9;Une femme;28;Bac + 5;Bretagne
261;;En CDI;;Statisticien;Enseignement / recherche;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;33;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
262;20/03/2024 09:00;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Industrie;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;;;;Occasionnellement;;;;;;;3;Un homme;30;Bac + 5;Grand Est
