id;date;A2_statut;A2_autre;A3_poste;A4_secteur;A4_secteur_autre;A5_teleravail;A6_experience;B1_utilisation_python;B1_utilisation_r;B1_utilisation_sas;B1_utilisation_powerBI;B1_utilisation_tableau;B1_utilisation_qlik;B1_utilisation_excel;B1_utilisation_sql;B1_utilisation_spark;B1_utilisation_spss;B1_utilisation_c_java;B1_utilisation_datastudio;B1_utilisation_matlab;B1_utilisation_aucun;B2_frequence_utilisation_python;B2_frequence_utilisation_r;B2_frequence_utilisation_sas;B2_frequence_utilisation_powerBI;B2_frequence_utilisation_tableau;B2_frequence_utilisation_qlik;B2_frequence_utilisation_excel;B2_frequence_utilisation_sql;B2_frequence_utilisation_spark;B2_frequence_utilisation_spss;B2_frequence_utilisation_c_java;B2_frequence_utilisation_datastudio;B2_frequence_utilisation_matlab;D1_satisfaction;Y1A_genre;Y1B_age;Y4_diplome;Y2_region
5;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
6;06/03/2024 09:20;En CDI;;Autre;Marketing;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;8;Oui;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Régulièrement;;;Régulièrement;Régulièrement;Occasionnellement;Régulièrement;Occasionnellement;Occasionnellement;Occasionnellement;;;;7;Un homme;29;Bac + 5;Auvergne-Rhône-Alpes
7;06/03/2024 10:02;Indépendant / freelance;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;23;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;;Régulièrement;Occasionnellement;Jamais;Jamais;Régulièrement;Régulièrement;;;;;;7;Une femme;46;Bac + 5;Bretagne
8;06/03/2024 10:09;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Occasionnellement;Régulièrement;;Occasionnellement;Occasionnellement;;Régulièrement;Régulièrement;;Jamais;;;;;Un homme;24;Bac + 2 / 3;Bretagne
9;06/03/2024 10:10;Indépendant / freelance;;Data Scientist;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);15;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Régulièrement;Régulièrement;;;;;Régulièrement;Occasionnellement;;;Jamais;;;7;Un homme;46;Bac + 8;Nouvelle-Aquitaine
10;;En CDD / contrat court / alternance / stage;;Data Scientist;Administration;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
11;06/03/2024 10:44;En CDI;;Chargé d’études / chargé d’études statistiques;Autre;BTP;Présentiel complet (pas ou quasiment pas de travail à distance);1;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Jamais;Jamais;;Jamais;;Régulièrement;Jamais;;;;;;7;Un homme;21;Bac + 2 / 3;Grand Est
12;06/03/2024 10:45;En recherche d'emploi;;;;;;;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Occasionnellement;;Régulièrement;Régulièrement;;Régulièrement;Occasionnellement;;;;;;;Un homme;23;Niveau Bac;Hors France
13;;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Régulièrement;;;Occasionnellement;Régulièrement;;;;;;;;;;
14;;Indépendant / freelance;;Autre;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;12;Oui;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;Jamais;Occasionnellement;Occasionnellement;Occasionnellement;;;;;;;;;;
15;06/03/2024 11:19;En CDI;;Autre;Santé;;Présentiel complet (pas ou quasiment pas de travail à distance);1;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Régulièrement;;;;;Occasionnellement;Occasionnellement;;;;;;6;Un homme;27;Bac + 5;Pays de la Loire
16;;En CDI;;Data Analyst / analyste;Autre;Retail;Hybride avec en moyenne un ou deux jours de télétravail / semaine;9;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;;Jamais;Jamais;Jamais;Régulièrement;Jamais;;;;Jamais;;;;;;;;
17;;En CDI;;Autre;Industrie;;Présentiel complet (pas ou quasiment pas de travail à distance);5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
18;06/03/2024 11:49;En CDI;;Chargé d’études / chargé d’études statistiques;Enseignement / recherche;;Présentiel complet (pas ou quasiment pas de travail à distance);9;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;;Occasionnellement;;;;;Régulièrement;;;Occasionnellement;;;;4;Un homme;34;Bac + 2 / 3;Hors France
19;06/03/2024 11:49;En CDI;;Data Scientist;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;Occasionnellement;;Occasionnellement;Occasionnellement;;;;;;6;Une femme;28;Bac + 5;Île-de-France
20;;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Marketing;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Occasionnellement;;;Occasionnellement;;;Régulièrement;Régulièrement;;;;Occasionnellement;;;;;;
21;06/03/2024 12:48;En CDI;;Chargé d’études / chargé d’études statistiques;Administration;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;Régulièrement;;;Régulièrement;;;;;;;4;Un homme;27;Bac + 5;Bretagne
22;06/03/2024 13:51;En CDI;;Data Scientist;Autre;Agriculture;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;;Jamais;;Occasionnellement;Jamais;;;;;;8;Une femme;28;Bac + 5;Île-de-France
23;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
24;06/03/2024 14:14;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Marketing;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Occasionnellement;Jamais;Jamais;Jamais;Occasionnellement;Jamais;Occasionnellement;Régulièrement;;Jamais;Jamais;;;10;Une femme;21;Bac + 2 / 3;Auvergne-Rhône-Alpes
25;;En CDI;;Data Scientist;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Régulièrement;Jamais;;;;;Occasionnellement;;;;;;Jamais;;;;;
26;;En CDD / contrat court / alternance / stage;;Data Engineer;Prestation de services informatiques / statistiques;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
27;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
28;06/03/2024 17:00;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Occasionnellement;Régulièrement;Jamais;Occasionnellement;Occasionnellement;;Régulièrement;Occasionnellement;;Jamais;Jamais;;;;Un homme;22;Bac + 2 / 3;Bretagne
29;06/03/2024 17:40;En CDI;;Chargé d’études / chargé d’études statistiques;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;7;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;Régulièrement;;;;Régulièrement;Régulièrement;;;;;;7;Un homme;34;Bac + 5;Île-de-France
30;;En recherche d'emploi;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
31;06/03/2024 20:25;En CDI;;Data Scientist;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);10;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;Jamais;;;;;;;;;;;8;Un homme;35;Bac + 8;Nouvelle-Aquitaine
32;;En CDD / contrat court / alternance / stage;;Autre;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
33;06/03/2024 23:19;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Occasionnellement;;Occasionnellement;;;Régulièrement;Occasionnellement;;;;;;;Un homme;20;Bac + 2 / 3;Hors France
34;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
35;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
36;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
37;07/03/2024 06:59;En CDI;;Autre;Autre;Bureau d’études ;Distanciel complet (pas de travail sur site);20;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Occasionnellement;Régulièrement;;Régulièrement;Régulièrement;;;;;;6;Un homme;44;Bac + 2 / 3;Hauts-de-France
38;;En CDI;;Autre;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;9;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Jamais;;;Jamais;Jamais;;Régulièrement;Régulièrement;;;Jamais;;;;;;;
39;07/03/2024 08:05;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);7;Oui;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Régulièrement;;;Occasionnellement;Régulièrement;Jamais;Régulièrement;Régulièrement;Jamais;;;Régulièrement;Jamais;7;Un homme;33;Bac + 5;Occitanie
40;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
41;07/03/2024 09:10;Indépendant / freelance;;Data Analyst / analyste;Transport;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;13;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Occasionnellement;;;Régulièrement;Régulièrement;;;;;;6;Un homme;38;Bac + 5;Île-de-France
42;07/03/2024 09:16;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Banques / assurances / finances;;Présentiel complet (pas ou quasiment pas de travail à distance);0;Oui;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;Jamais;Régulièrement;Régulièrement;;;;;;4;Un homme;23;Bac + 5;Hors France
43;07/03/2024 22:14;En CDI;;Statisticien;Santé;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;22;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Occasionnellement;Régulièrement;;;;Occasionnellement;;;;;;;8;Une femme;46;Bac + 8;Nouvelle-Aquitaine
44;;En CDI;;Data Scientist;Numérique / Web;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;6;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Jamais;;;;;Régulièrement;Régulièrement;;;;;;;;;;
45;07/03/2024 22:39;En CDI;;Autre;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;19;Non;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;Régulièrement;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Une femme;42;Bac + 2 / 3;Bretagne
46;09/03/2024 08:43;En CDI;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Non;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Régulièrement;Jamais;;Régulièrement;Régulièrement;;;;;;8;Une femme;22;Bac + 5;Île-de-France
47;;En CDI;;Data Analyst / analyste;Administration;;Présentiel complet (pas ou quasiment pas de travail à distance);30;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Occasionnellement;Occasionnellement;;;;Régulièrement;;;;;;;;;;;
48;;En CDI;;Autre;Enseignement / recherche;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;17;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;Jamais;Occasionnellement;;;Régulièrement;;;;;;;8;Une femme;40;Bac + 8;Bretagne
49;11/03/2024 17:16;En CDI;;Autre;Santé;;Présentiel complet (pas ou quasiment pas de travail à distance);8;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Régulièrement;Régulièrement;;;;Régulièrement;;;;;;;6;Un homme;32;Bac + 5;Bretagne
50;11/03/2024 18:10;En CDD / contrat court / alternance / stage;;Chargé d’études / chargé d’études statistiques;Administration;;Présentiel complet (pas ou quasiment pas de travail à distance);0;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Jamais;Régulièrement;Jamais;Jamais;Jamais;Jamais;Régulièrement;Jamais;Jamais;;Jamais;Jamais;;9;Un homme;21;Bac + 2 / 3;Bretagne
51;11/03/2024 19:18;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;;Jamais;Régulièrement;Occasionnellement;;Occasionnellement;Régulièrement;Régulièrement;;;;;;5;Un homme;34;Bac + 5;Pays de la Loire
52;11/03/2024 20:43;En CDI;;Data Analyst / analyste;Autre;Immobilier;Hybride avec en moyenne un ou deux jours de télétravail / semaine;15;Non;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;;;Jamais;Régulièrement;;Jamais;Régulièrement;Régulièrement;;;;Occasionnellement;;5;Une femme;37;Bac + 5;Pays de la Loire
53;;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
54;12/03/2024 11:38;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Jamais;Jamais;Occasionnellement;;Jamais;Régulièrement;Occasionnellement;;;;;;7;Une femme;20;Bac + 2 / 3;Bretagne
55;;En CDI;;Autre;Santé;;Présentiel complet (pas ou quasiment pas de travail à distance);7;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;Régulièrement;;;;Régulièrement;Régulièrement;;;;;;9;Un homme;28;Bac + 2 / 3;Pays de la Loire
56;12/03/2024 11:43;En CDD / contrat court / alternance / stage;;Chargé d’études / chargé d’études statistiques;Transport;;Présentiel complet (pas ou quasiment pas de travail à distance);2;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Occasionnellement;Jamais;Régulièrement;;Régulièrement;Régulièrement;Jamais;;;;;;8;Une femme;20;Bac + 2 / 3;Bretagne
57;;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
58;12/03/2024 14:27;Indépendant / freelance;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);13;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Régulièrement;;;;;;;;;;;;10;Une femme;37;Bac + 8;Pays de la Loire
59;12/03/2024 17:34;En CDI;;Data Engineer;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;;Jamais;;Régulièrement;Régulièrement;Occasionnellement;;;;;4;Un homme;36;Bac + 5;Île-de-France
60;13/03/2024 12:20;En CDI;;Statisticien;Santé;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;17;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Régulièrement;Jamais;;;;;;;;;;;8;Un homme;43;Bac + 8;Normandie
61;;En CDD / contrat court / alternance / stage;;Statisticien;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
62;;En CDD / contrat court / alternance / stage;;Statisticien;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
63;14/03/2024 07:58;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;18;Non;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;;;Régulièrement;Régulièrement;;Occasionnellement;Régulièrement;Régulièrement;;Jamais;;;;10;Un homme;42;Bac + 5;Pays de la Loire
64;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
65;14/03/2024 08:22;En CDI;;Chargé d’études / chargé d’études statistiques;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;6;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Jamais;Régulièrement;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;31;Bac + 5;Pays de la Loire
66;14/03/2024 09:26;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Administration;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Régulièrement;Occasionnellement;;;;Occasionnellement;Régulièrement;;;;;;10;Un homme;26;Bac + 5;Pays de la Loire
67;14/03/2024 10:17;En CDI;;Chargé d’études / chargé d’études statistiques;Enseignement / recherche;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;10;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;;Régulièrement;;Occasionnellement;;;Régulièrement;;;Occasionnellement;;;;9;Un homme;42;Bac + 5;Hors France
68;14/03/2024 10:16;En CDI;;Autre;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;0;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Régulièrement;Occasionnellement;;;;Régulièrement;;;;;;;7;Une femme;24;Bac + 5;Île-de-France
69;14/03/2024 10:23;En CDI;;Data Analyst / analyste;Autre;Commerce / Retail;Hybride avec en moyenne un ou deux jours de télétravail / semaine;9;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Régulièrement;Régulièrement;Occasionnellement;;;Occasionnellement;Régulièrement;;;;;;6;Un homme;38;Bac + 8;Auvergne-Rhône-Alpes
70;14/03/2024 10:30;En CDD / contrat court / alternance / stage;;Chargé d’études / chargé d’études statistiques;Enseignement / recherche;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Régulièrement;;;;;Régulièrement;;;;;;;7;Un homme;31;Bac + 5;Île-de-France
71;;En CDD / contrat court / alternance / stage;;Autre;Autre;Humanitaire;Hybride avec en moyenne un ou deux jours de télétravail / semaine;7;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;;;;;
72;14/03/2024 10:58;En CDD / contrat court / alternance / stage;;Autre;Autre;Humanitaire;Hybride avec en moyenne un ou deux jours de télétravail / semaine;7;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;Régulièrement;Régulièrement;Occasionnellement;;;;;8;Un homme;37;Bac + 5;Hors France
73;;Indépendant / freelance;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
74;14/03/2024 11:39;Indépendant / freelance;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;9;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Jamais;Régulièrement;Régulièrement;;Jamais;Jamais;Occasionnellement;Régulièrement;Jamais;Jamais;;;Jamais;7;Un homme;32;Bac + 5;Hors France
75;14/03/2024 13:01;En CDI;;Data Engineer;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;Régulièrement;;;;;Régulièrement;;;;;;7;Un homme;32;Bac + 5;Île-de-France
76;14/03/2024 13:03;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Administration;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Jamais;Jamais;Régulièrement;;;Régulièrement;Occasionnellement;;;;;;3;Une femme;22;Bac + 2 / 3;Bretagne
77;14/03/2024 14:24;En CDD / contrat court / alternance / stage;;Chargé d’études / chargé d’études statistiques;Enseignement / recherche;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;Régulièrement;Occasionnellement;Jamais;;Régulièrement;Régulièrement;;;;;;5;Un homme;30;Bac + 5;Hauts-de-France
78;;En CDD / contrat court / alternance / stage;;Autre;Enseignement / recherche;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;10;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Occasionnellement;Régulièrement;;;;;Régulièrement;Occasionnellement;;;;;Occasionnellement;8;Une femme;33;Bac + 8;
79;14/03/2024 15:39;Indépendant / freelance;;Statisticien;Enseignement / recherche;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;5;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;;Régulièrement;;;;;Occasionnellement;;;;Jamais;;;10;Une femme;29;Bac + 8;Nouvelle-Aquitaine
80;14/03/2024 15:49;En CDI;;Autre;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);0;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Régulièrement;;;;;;Occasionnellement;;;;;;;7;Un homme;28;Bac + 5;Nouvelle-Aquitaine
81;14/03/2024 16:13;Indépendant / freelance;;Data Engineer;Numérique / Web;;Distanciel complet (pas de travail sur site);15;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Régulièrement;;;;Régulièrement;Jamais;Régulièrement;Régulièrement;Jamais;;Jamais;;;8;Un homme;38;Bac + 5;Nouvelle-Aquitaine
82;14/03/2024 17:06;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;4;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;;;Occasionnellement;Jamais;;Occasionnellement;Régulièrement;;;;;;9;Un homme;44;Bac + 8;Auvergne-Rhône-Alpes
83;14/03/2024 20:42;Indépendant / freelance;;Data Analyst / analyste;Numérique / Web;;Distanciel complet (pas de travail sur site);5;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;Régulièrement;;;Régulièrement;;;;;;9;Une femme;34;Bac + 5;Île-de-France
84;;En CDI;;Statisticien;Administration;;Présentiel complet (pas ou quasiment pas de travail à distance);13;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Régulièrement;Jamais;;;;Régulièrement;Régulièrement;;;;;;;;;;
85;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
86;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
87;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
88;;En CDI;;Autre;Numérique / Web;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Régulièrement;Jamais;;Jamais;Jamais;;Occasionnellement;Régulièrement;;;;Régulièrement;;;;;;
89;15/03/2024 20:05;En CDI;;Autre;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;17;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Occasionnellement;Régulièrement;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Une femme;43;Bac + 5;Bretagne
90;16/03/2024 09:07;Etudiant (hors alternance / stage);;;;;;;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;Régulièrement;;;Régulièrement;;;;;;;Un homme;37;Bac + 5;Île-de-France
